practice_id,practice_name,zone,speciality,monetisable_txns
1595414,"Sai Thunga Hospital, Bangalore",hsr layout,ENT,0
1417711,Soorya Health Care,hsr layout,ENT,0
1595878,"Sakra World Hospital, Bangalore",hsr layout,ENT,0
730164,Sai Ram Clinic,hsr layout,ENT,0
664056,Venkateswara Clinic,hsr layout,ENT,0
1358866,Teatree Hospital & Diagnostics Centre,hsr layout,ENT,0
1392218,Campbell Hospital,hsr layout,ENT,0
1210600,Medicare Multispeciality Clinic And Diagnostic Centre,hsr layout,ENT,0
766973,Life Care Hospital,hsr layout,ENT,0
1413052,Curemaxx Hospitals,hsr layout,ENT,0
1166927,Multispeciality Clinic,hsr layout,ENT,0
1458889,Aarogya Hastha Hospitals,hsr layout,ENT,0
1473545,Dr. Yasaswi's Brain Spine Neuro Centre,hsr layout,ENT,0
1191188,ENT Clinic-Focus Diagnostic &  Speciality Centre,hsr layout,ENT,0
767922,Sri Sai Ram Hospital,hsr layout,ENT,0
1586447,Apollo Clinic,hsr layout,ENT,0
1146209,Apollo clinic,hsr layout,ENT,0
1406106,Manipal Hospital,hsr layout,ENT,0
1393735,Galaxy Clinic And Diagnostic Center,hsr layout,ENT,0
630242,St John Medical College and Hospital,hsr layout,ENT,0
930015,Dr Levine Memorial Hospital,hsr layout,ENT,0
1175053,Marigold Hospital,hsr layout,ENT,0
1135026,Sakra World Hospital,hsr layout,Endocrinologist,0
1595878,"Sakra World Hospital, Bangalore",hsr layout,Gastroenterologist,0
1258011,Sakra Premium Clinic,hsr layout,Gastroenterologist,0
1451128,Manipal Sarjapur Clinic,hsr layout,Gastroenterologist,0
1220507,Nayaks Swaasthya Ayurveda,hsr layout,General Alt Medicine,0
1138096,Ayursakhi Ayurvedic Center,hsr layout,General Alt Medicine,0
637278,Devasparsha Ayurvedic Clinic,hsr layout,General Alt Medicine,0
635953,Sarvahitha Ayurvedalaya,hsr layout,General Alt Medicine,0
627900,Vani Clinic,hsr layout,General Alt Medicine,0
1139536,Ayur Central,hsr layout,General Alt Medicine,0
665221,Ayursamvriddhi Ayurveda Centre,hsr layout,General Alt Medicine,0
672550,Anu Clinic,hsr layout,General Alt Medicine,0
1110026,Asian Spine Centre,hsr layout,General Alt Medicine,0
683957,Usha Clinic,hsr layout,General Alt Medicine,0
684677,Vivekananda Health Global,hsr layout,General Alt Medicine,0
684882,Shri Sainath Poly Clinic,hsr layout,General Alt Medicine,0
1591644,Dhanvantari Clinic,hsr layout,General Alt Medicine,0
1482659,Maruthi Clinic,hsr layout,General Alt Medicine,0
1482583,Maruthi Clinic,hsr layout,General Alt Medicine,0
1482207,Maruthi Clinic,hsr layout,General Alt Medicine,0
1058262,Ayurnova- Ancient Ayurveda through modern approach,hsr layout,General Alt Medicine,0
730057,Padma Clinic,hsr layout,General Alt Medicine,0
1482209,Sri Sai Clinic,hsr layout,General Alt Medicine,0
1482609,Sri Sai Clinic,hsr layout,General Alt Medicine,0
1415960,Ayurvedalaya,hsr layout,General Alt Medicine,0
1482320,Ashwini Clinic,hsr layout,General Alt Medicine,0
1482708,Ashwini Clinic,hsr layout,General Alt Medicine,0
1180647,Apollo Spectra Hospital,hsr layout,General Alt Medicine,0
750508,PHC Clinic,hsr layout,General Alt Medicine,0
767922,Sri Sai Ram Hospital,hsr layout,General Alt Medicine,0
761063,Dr. SAJI D’SOUZA’S KSAC HOSPITALS,hsr layout,General Alt Medicine,0
788760,Dixit Ortho Care,hsr layout,General Alt Medicine,0
929423,Thermo Care,hsr layout,General Alt Medicine,0
1038092,Jing Well Accupunture,hsr layout,General Alt Medicine,0
1114378,Healing Earth Multi-Speciality Ayurveda Hospital,hsr layout,General Alt Medicine,0
1138025,Jayashree Multispeciality Hospital,hsr layout,General Alt Medicine,0
1122689,Health Total,hsr layout,General Alt Medicine,0
1123126,Kerala Ayurveda Ltd,hsr layout,General Alt Medicine,0
991333,Kottakkal Arya Vaidya Sala,hsr layout,General Alt Medicine,0
1144514,Creative Existence Actualized,hsr layout,General Alt Medicine,0
1262099,Keraleeya Ayurveda Samajam,hsr layout,General Alt Medicine,0
1152874,PrasoothiCare,hsr layout,General Alt Medicine,0
1153402,Veda+ Ayurveda Chikitsa Kendra,hsr layout,General Alt Medicine,0
1147379,Adara Ayurveda Keraleeya Panchakarma & Spa,hsr layout,General Alt Medicine,0
1161688,Maitri Ayurveda,hsr layout,General Alt Medicine,0
1168554,NeeruAyurved,hsr layout,General Alt Medicine,0
1280584,Ayur Central - Koramanagala,hsr layout,General Alt Medicine,0
1156797,Aristha Ayurveda Health Centre,hsr layout,General Alt Medicine,0
686405,AyurCentral,hsr layout,General Alt Medicine,0
1236819,Ayurcentral,hsr layout,General Alt Medicine,0
1180719,Yukti Ayurveda,hsr layout,General Alt Medicine,0
1195008,Bhramari Ayurveda Hospital,hsr layout,General Alt Medicine,0
1207842,Kaira Ayurveda,hsr layout,General Alt Medicine,0
697402,Leaf Cure,hsr layout,General Alt Medicine,0
1280205,Vedarjana Ayurveda,hsr layout,General Alt Medicine,0
1266842,Find My Health,hsr layout,General Alt Medicine,0
1274953,Dr. Levine's Memorial Hospital Unit-2,hsr layout,General Alt Medicine,0
1275527,Ammas Aryavaidya Sala,hsr layout,General Alt Medicine,0
1275632,Dhanvanthari Ayurveda Clinic And Medical,hsr layout,General Alt Medicine,0
1319078,Sai Sadan Ayurveda Clinic,hsr layout,General Alt Medicine,0
1300657,Your Mindspace,hsr layout,General Alt Medicine,0
2070608,Theraveda Wellness Clinic,hsr layout,General Alt Medicine,0
1411251,AyurCentral,hsr layout,General Alt Medicine,0
1417511,Vaidyaratnam Ayurveda Treatment Center,hsr layout,General Alt Medicine,0
1337689,Life Line Health Clinic,hsr layout,General Alt Medicine,0
1232215,Healvibe Healthcare,hsr layout,General Alt Medicine,0
1358902,Health Well Hospital and Diagnostic,hsr layout,General Alt Medicine,0
1361310,Prakruthi Ayurveda,hsr layout,General Alt Medicine,0
1454679,Ayur Central,hsr layout,General Alt Medicine,0
1448344,Jeebak Clinic,hsr layout,General Alt Medicine,0
1448184,Nirogya Ayurveda- Best Ayurveda and Infertility Clinic,hsr layout,General Alt Medicine,0
1119017,Spurthy Hospital,hsr layout,General Alt Medicine,0
1612052,Patnjali Chikitsalaya,hsr layout,General Alt Medicine,0
1714829,Rk Herbal Clinic,hsr layout,General Alt Medicine,0
2069873,Madhavbaug,hsr layout,General Alt Medicine,0
723576,Fortius Health Clinic,hsr layout,General Alt Medicine,0
808840,Growing Up Children's Clinic,hsr layout,General Alt Medicine,0
1128870,Jas Dental,hsr layout,General Dentistry,0
648445,Expressions Multi Speciality Dental Clinic,hsr layout,General Dentistry,0
729800,Complete Dental Care,hsr layout,General Dentistry,0
1106465,Axiss Dental Clinic - BTM Layout,hsr layout,General Dentistry,0
1159101,Parkmed,hsr layout,General Dentistry,0
650197,Roots n Caps Bhargavi Dental Clinic,hsr layout,General Dentistry,0
1595878,"Sakra World Hospital, Bangalore",hsr layout,General Dentistry,0
703989,Ayesha Dental Polyclinic,hsr layout,General Dentistry,0
679016,JAS Dental - Koramangala,hsr layout,General Dentistry,0
684932,D-Care Speciality Dental Clinic,hsr layout,General Dentistry,0
613645,Saanvi Dental Clinic,hsr layout,General Dentistry,0
614200,Prerana Dental Clinic,hsr layout,General Dentistry,0
614313,Divya Shree Dental Care,hsr layout,General Dentistry,0
614366,Renupriya Dental Health Care,hsr layout,General Dentistry,0
896378,Shree Bhagawathi Dental Clinic,hsr layout,General Dentistry,0
608845,Sai Dental Clinic,hsr layout,General Dentistry,0
600107,Dental Clinic,hsr layout,General Dentistry,0
616981,Akshaya Dental Care,hsr layout,General Dentistry,0
673288,Shri Nidhi Shradha Dental Care,hsr layout,General Dentistry,0
617093,Speciality Dental Clinic,hsr layout,General Dentistry,0
1141479,Confident Dental Care,hsr layout,General Dentistry,0
649141,Prakash Dental & Medical Care,hsr layout,General Dentistry,0
628990,SVR Dental Clinic,hsr layout,General Dentistry,0
673686,Pearl Dental Care,hsr layout,General Dentistry,0
684733,Anugraha Dental Clinic & Orthodontic Centre,hsr layout,General Dentistry,0
1037277,Harsha Dental & Implant Centre,hsr layout,General Dentistry,0
639662,Divine Dental Care,hsr layout,General Dentistry,0
1210600,Medicare Multispeciality Clinic And Diagnostic Centre,hsr layout,General Dentistry,0
1175053,Marigold Hospital,hsr layout,General Dentistry,0
684236,Multispeciality Dental & Implant Clinic,hsr layout,General Dentistry,0
662487,Vidya Dental Care,hsr layout,General Dentistry,0
1306459,My Smile Care,hsr layout,General Dentistry,0
679934,Sri Dental Clinic,hsr layout,General Dentistry,0
1172382,Coral Dental care,hsr layout,General Dentistry,0
651029,Smile Way Orofacial and Dental Center,hsr layout,General Dentistry,0
1143178,Clove Dental,hsr layout,General Dentistry,0
1182596,Clove Dental,hsr layout,General Dentistry,0
1182784,Clove Dental,hsr layout,General Dentistry,0
1182607,Clove Dental,hsr layout,General Dentistry,0
617083,sanjana dental clinic,hsr layout,General Dentistry,0
930086,Axiss Dental Clinic,hsr layout,General Dentistry,0
1145480,RxDx Healthcare,hsr layout,General Dentistry,0
687595,Harmony Wellness Concepts,hsr layout,General Dentistry,0
616991,RK Dental Clinic,hsr layout,General Dentistry,0
684116,Sri Lakshmi Dental Clinic,hsr layout,General Dentistry,0
706983,Smile Care Dental & Implant Centre,hsr layout,General Dentistry,0
665200,Anand Dental Clinic,hsr layout,General Dentistry,0
665477,Dental Experts,hsr layout,General Dentistry,0
678862,Kamala Dental Clinic,hsr layout,General Dentistry,0
666361,ISmile Dental and Oral Health Care Centre,hsr layout,General Dentistry,0
1195756,Smile dental clinic,hsr layout,General Dentistry,0
672557,Parimala Dental Clinic,hsr layout,General Dentistry,0
672587,Sri Sai Speciality Dental Clinic,hsr layout,General Dentistry,0
672706,Sri Venkateshwara Digital Dental Clinic,hsr layout,General Dentistry,0
639366,VSM Dental Clinic,hsr layout,General Dentistry,0
672973,Sri Dental Clinic,hsr layout,General Dentistry,0
736277,Teeth & Gums Multispeciality Dental Clinic,hsr layout,General Dentistry,0
672581,Smart Dental Care,hsr layout,General Dentistry,0
676207,Dental Arena,hsr layout,General Dentistry,0
1117529,Dentaid Dental Clinic,hsr layout,General Dentistry,0
683830,Syeeda Dental Clinic,hsr layout,General Dentistry,0
684054,Suraksha Group of Dental Clinic,hsr layout,General Dentistry,0
687062,Dental Alliance,hsr layout,General Dentistry,0
686811,Amra Dental Care,hsr layout,General Dentistry,0
1129677,Fazil Medical Care Multispecialty Clinic,hsr layout,General Dentistry,0
684364,P M Dental Care,hsr layout,General Dentistry,0
646587,S V Dental Clinic,hsr layout,General Dentistry,0
849609,VG Kamala Multispecialty Dental Clinic & Hair Transplant Center,hsr layout,General Dentistry,0
686353,V G Kamala Multi Speciality Dental Clinic,hsr layout,General Dentistry,0
1142685,Dental Life Smiles,hsr layout,General Dentistry,0
1234781,I Smile Dental Care,hsr layout,General Dentistry,0
690186,Dr. Sapna Dental Care,hsr layout,General Dentistry,0
723926,Adhya Dental Care,hsr layout,General Dentistry,0
686941,Specialist Dental Clinic,hsr layout,General Dentistry,0
1589303,Sri Sai Dental Clinic,hsr layout,General Dentistry,0
1180775,Ridgetop Dental International,hsr layout,General Dentistry,0
693323,New Manipal Laser Dental And Orthodontic Clinic,hsr layout,General Dentistry,0
697842,Dental Clinic and Implant Center,hsr layout,General Dentistry,0
701216,All Smiles Dental Health Center,hsr layout,General Dentistry,0
697448,Dentinix Multi Specialty Dental Clinic,hsr layout,General Dentistry,0
1136090,32 Dental Reasons,hsr layout,General Dentistry,0
881032,32 Dental Reasons ( Dr Levine Memorial Hospital ),hsr layout,General Dentistry,0
879670,Dr. Levine Memorial Hospital,hsr layout,General Dentistry,0
779809,"Shree Prajana Superspeciality Dental Hospital, Root Canal & Implant Centre",hsr layout,General Dentistry,0
1026654,Jaws Dental Clinic & Implant Centre,hsr layout,General Dentistry,0
1147031,Hospitec Multi Speciality Hospital,hsr layout,General Dentistry,0
708971,Nikhil Dental Care,hsr layout,General Dentistry,0
714983,Healthy whites dental clinic,hsr layout,General Dentistry,0
662735,DE Care Dental Clinic,hsr layout,General Dentistry,0
1321434,Orthosquare Dental Clinic,hsr layout,General Dentistry,0
1368374,Orthosquare Dental Clinic,hsr layout,General Dentistry,0
1716908,Orthosquare Dental Clinic,hsr layout,General Dentistry,0
1401016,Orthosquare Dental Clinic,hsr layout,General Dentistry,0
1120281,Grace Dental Care,hsr layout,General Dentistry,0
729810,C P Designer Dental Care,hsr layout,General Dentistry,0
731328,Elite Dental Clinic,hsr layout,General Dentistry,0
1235233,Rishith's Dental Care Center,hsr layout,General Dentistry,0
1124013,Rishith Dental Clinic,hsr layout,General Dentistry,0
735424,Smile Essence,hsr layout,General Dentistry,0
662477,Gilead Dental & Healthcare,hsr layout,General Dentistry,0
1036320,Dhruva Dental Care,hsr layout,General Dentistry,0
1159449,Apollo White Dental,hsr layout,General Dentistry,0
1111646,Smile Square Multispeciality Dental Clinic,hsr layout,General Dentistry,0
649119,Dental Architects,hsr layout,General Dentistry,0
765070,Sankalp Dental Clinic,hsr layout,General Dentistry,0
765112,Sri Speciality Dental Care,hsr layout,General Dentistry,0
783858,Sri Aakrithi's Dental Lounge And Maxillo Facial Center,hsr layout,General Dentistry,0
784782,Cauvery Dental Care & Orthodontic Centre,hsr layout,General Dentistry,0
1122054,Apollo White,hsr layout,General Dentistry,0
811905,JP Dental Clinic,hsr layout,General Dentistry,0
1110098,Care Dentaire - Dental Clinic,hsr layout,General Dentistry,0
850321,The Gentle Dental,hsr layout,General Dentistry,0
930015,Dr Levine Memorial Hospital,hsr layout,General Dentistry,0
1238091,Apollo Clinic,hsr layout,General Dentistry,0
1209360,Apollo clinic,hsr layout,General Dentistry,0
1586447,Apollo Clinic,hsr layout,General Dentistry,0
1146209,Apollo clinic,hsr layout,General Dentistry,0
653967,Ridgetop Dental International,hsr layout,General Dentistry,0
995117,Ayush Dental Care,hsr layout,General Dentistry,0
1068401,Smile Redefine,hsr layout,General Dentistry,0
1058348,32 Reason Multispeciality Dental clinic,hsr layout,General Dentistry,0
1111299,Partha Dental  Skin Hair,hsr layout,General Dentistry,0
1135148,Dental Lounge,hsr layout,General Dentistry,0
1257689,Sai Dental Care,hsr layout,General Dentistry,0
1147836,Care Dentaire Dental Clinic,hsr layout,General Dentistry,0
1159424,Sabka Dentist,hsr layout,General Dentistry,0
1114116,Smile Craft Dental Care,hsr layout,General Dentistry,0
1119031,Care Dental Clinic,hsr layout,General Dentistry,0
1138184,Pearl Dental Clinic,hsr layout,General Dentistry,0
1132490,Neha Dental Clinic,hsr layout,General Dentistry,0
1158676,Neha Dental Clinic _1,hsr layout,General Dentistry,0
1126024,Radiant Dental Care,hsr layout,General Dentistry,0
1129707,Sapphire Dental Clinic,hsr layout,General Dentistry,0
1171050,Say Cheese Multispecialty Dental Clinic,hsr layout,General Dentistry,0
1131979,Lets Smile Dental Clinic,hsr layout,General Dentistry,0
1141172,Add A Smile Dental Clinic,hsr layout,General Dentistry,0
1036390,I- Smile Align Dental Clinic,hsr layout,General Dentistry,0
1142524,Relish Dental and Poly Clinic & Diagnostic Lab,hsr layout,General Dentistry,0
696246,Perfect Smiles,hsr layout,General Dentistry,0
1150060,Dental Care Clinic- Kavya Hospital,hsr layout,General Dentistry,0
1155272,Apollo White Dental,hsr layout,General Dentistry,0
1176732,Axiss dental clinic,hsr layout,General Dentistry,0
1156299,Priya's Dental Care,hsr layout,General Dentistry,0
1156729,Just Smile dental clinic & Implant Centre,hsr layout,General Dentistry,0
1156899,Zen Dental and Health Care,hsr layout,General Dentistry,0
1137902,My Medicare,hsr layout,General Dentistry,0
1369109,Smilax Dental,hsr layout,General Dentistry,0
1159430,Sabka Dentist,hsr layout,General Dentistry,0
1398538,White Cross Dental,hsr layout,General Dentistry,0
1165596,Artistry Dental and Cosmetic Center,hsr layout,General Dentistry,0
1184702,RxCura Dental Clinics Koramngala Branch,hsr layout,General Dentistry,0
1168153,smileavenuedentalclinic,hsr layout,General Dentistry,0
1172142,Apollo White Dental,hsr layout,General Dentistry,0
1398774,Manya Dental Multispecialty Dental Clinic,hsr layout,General Dentistry,0
1184660,Dr. Shalini Yadav,hsr layout,General Dentistry,0
1190363,Dental Frames and Sarathy Community Health Centre,hsr layout,General Dentistry,0
1190732,RxCura Clinics,hsr layout,General Dentistry,0
1190804,RxCura Dental Clinics,hsr layout,General Dentistry,0
613636,Subha Dental Clinic & Orthodontic Centre,hsr layout,General Dentistry,0
1210531,Dr Jasmin's Dental Hub,hsr layout,General Dentistry,0
1193469,Dr. Jasmin's Dental Hub,hsr layout,General Dentistry,0
1196674,Root-Coz Dental Clinic,hsr layout,General Dentistry,0
1196732,Dr. Haritha Tooth Align Multispeciality Dental Clinic and Implant Center,hsr layout,General Dentistry,0
2096144,PDM Dental Studio,hsr layout,General Dentistry,0
1219842,Gem's Dental Care,hsr layout,General Dentistry,0
1220175,Artistry Cosmetic And Dental Centre,hsr layout,General Dentistry,0
1220252,Shree Multispeciality Dental Clinic,hsr layout,General Dentistry,0
1267680,Sabka Dentist,hsr layout,General Dentistry,0
1232145,Oral 32 Multispeciality Dental Clinic,hsr layout,General Dentistry,0
1236842,Liora Dental,hsr layout,General Dentistry,0
1237973,Suraksha Group of Dental Clinics,hsr layout,General Dentistry,0
1351242,I Smile Dental Care,hsr layout,General Dentistry,0
1602089,Golden Proportions Dental Studio,hsr layout,General Dentistry,0
1180647,Apollo Spectra Hospital,hsr layout,General Dentistry,0
1257169,Vogue Dental  Studio,hsr layout,General Dentistry,0
